"","left_company","department","job_level","salary","weekly_hours","business_travel","yrs_at_company","yrs_since_promotion","previous_companies","job_satisfaction","performance_rating","marital_status","miles_from_home"
"761","No","Finance and Operations","Senior Manager",90558.4672420548,49,"Frequently",15,6,2,"Medium","Exceptional","Married",2
"762","Yes","Product Development","Manager",66158.8263994225,60,"Rarely",1,0,5,"High","Not Effective","Divorced",15
"763","Yes","Marketing","Associate",43033.5757093787,59,"Frequently",3,1,4,"Low","Minimally Effective","Married",2
"764","No","Research","Manager",84030.7698501176,50,"Rarely",1,0,3,"High","Meets Expectations","Married",10
"765","No","IT and Analytics","Vice President",158072.387713914,50,"Rarely",1,0,3,"Medium","Meets Expectations","Married",10
"766","No","Research","Senior Manager",93091.9863821925,43,"Frequently",2,2,2,"High","Exceeds Expectations","Married",3
"767","No","IT and Analytics","Associate",38747.0901720207,54,"Rarely",8,7,5,"High","Exceptional","Married",2
"768","No","Finance and Operations","Vice President",189419.492481339,54,"Rarely",4,0,1,"Medium","Exceptional","Single",3
"769","No","IT and Analytics","Manager",67413.604761332,44,"Rarely",7,7,3,"Low","Exceptional","Married",26
"770","No","Research","Senior Manager",79892.8721618568,45,"Frequently",5,1,3,"High","Meets Expectations","Divorced",1
"771","No","Product Development","Senior Manager",85416.2120398746,49,"Rarely",2,2,2,"Very High","Exceeds Expectations","Divorced",1
"772","No","Product Development","Associate",42117.404592491,42,"Rarely",9,7,3,"High","Meets Expectations","Married",2
"773","No","Marketing","Senior Manager",86200.7649230988,49,"Frequently",5,0,3,"High","Minimally Effective","Married",9
"774","No","Sales","Senior Manager",88844.9690930856,51,"Rarely",14,7,3,"Very High","Meets Expectations","Single",12
"775","No","Product Development","Associate",32443.7905583062,48,"None",9,6,3,"Low","Exceeds Expectations","Single",2
"776","No","IT and Analytics","Senior Manager",91794.4316197618,44,"Rarely",1,0,2,"Very High","Meets Expectations","Divorced",25
"777","Yes","IT and Analytics","Director",122231.863640311,51,"Frequently",2,0,6,"Very High","Exceeds Expectations","Single",9
"778","Yes","Sales","Associate",41158.1048380311,53,"Rarely",1,1,4,"Low","Exceeds Expectations","Single",10
"779","No","Research","Senior Manager",96100.2405871827,41,"Rarely",16,1,3,"Low","Exceeds Expectations","Divorced",8
"780","Yes","Product Development","Manager",63266.0876522535,62,"Rarely",10,2,7,"High","Meets Expectations","Married",4
"781","Yes","Marketing","Manager",77254.9802704364,60,"None",10,1,6,"Low","Minimally Effective","Single",24
"782","No","IT and Analytics","Director",116179.459114286,57,"Rarely",5,1,3,"Low","Exceeds Expectations","Married",1
"783","No","Product Development","Senior Manager",76947.7683721164,44,"Rarely",6,0,2,"Low","Meets Expectations","Married",20
"784","No","IT and Analytics","Manager",71339.2022959865,44,"Rarely",10,0,2,"High","Meets Expectations","Married",7
"785","No","IT and Analytics","Senior Manager",86440.2452493559,47,"Rarely",19,1,2,"High","Not Effective","Married",17
"786","No","Marketing","Manager",72318.6637352202,49,"Rarely",11,11,5,"Very High","Exceeds Expectations","Married",20
"787","No","Product Development","Vice President",172375.075000622,43,"None",3,1,7,"High","Exceeds Expectations","Married",8
"788","No","Product Development","Senior Manager",97362.9907947851,46,"Frequently",3,1,3,"Medium","Exceeds Expectations","Married",2
"789","No","IT and Analytics","Associate",47043.4322609653,50,"Rarely",8,1,1,"High","Meets Expectations","Single",10
"790","Yes","Marketing","Manager",54574.5531026182,58,"Rarely",20,3,7,"Low","Meets Expectations","Married",1
"791","No","IT and Analytics","Director",131676.484973608,53,"Rarely",3,1,3,"Very High","Meets Expectations","Divorced",5
"792","Yes","Sales","Manager",75662.3666599502,62,"Rarely",8,4,5,"Low","Exceeds Expectations","Single",4
"793","Yes","Product Development","Manager",68143.4602740053,60,"Frequently",13,3,4,"High","Exceeds Expectations","Single",29
"794","No","Sales","Vice President",186068.597740662,45,"Rarely",4,2,3,"High","Exceeds Expectations","Divorced",15
"795","No","Finance and Operations","Vice President",212134.70054998,49,"Frequently",6,0,3,"Very High","Exceptional","Single",3
"796","No","Finance and Operations","Vice President",187688.627640881,52,"Rarely",1,0,3,"Very High","Meets Expectations","Divorced",10
"797","Yes","Product Development","Associate",45429.8784360311,56,"Rarely",7,5,7,"Very High","Meets Expectations","Married",4
"798","Yes","IT and Analytics","Manager",58778.4025041871,60,"Rarely",1,0,6,"High","Minimally Effective","Divorced",21
"799","Yes","Product Development","Associate",36998.4678644044,58,"Rarely",2,2,6,"Medium","Minimally Effective","Single",25
"800","No","Research","Vice President",194426.013849879,49,"Rarely",22,13,2,"Low","Exceptional","Married",2
"801","Yes","Marketing","Director",127946.086704862,59,"Frequently",1,0,5,"Medium","Meets Expectations","Divorced",1
"802","Yes","IT and Analytics","Director",112456.088868811,55,"Frequently",0,0,3,"High","Meets Expectations","Single",1
"803","No","Product Development","Manager",72164.2052138273,51,"Frequently",3,0,3,"Medium","Exceeds Expectations","Married",7
"804","No","IT and Analytics","Senior Manager",76200.1473880333,51,"None",0,0,2,"Very High","Exceptional","Married",3
"805","No","IT and Analytics","Associate",40398.1229136018,50,"None",5,2,2,"Very High","Exceeds Expectations","Single",1
"806","No","Finance and Operations","Manager",76006.46034056,49,"None",15,4,1,"High","Meets Expectations","Married",9
"807","No","Marketing","Vice President",184073.750623731,48,"Rarely",8,4,2,"Medium","Exceptional","Single",7
"808","No","IT and Analytics","Vice President",187473.74246766,50,"Rarely",8,2,3,"High","Exceptional","Divorced",10
"809","No","IT and Analytics","Manager",86804.4173363475,46,"Rarely",7,1,2,"Very High","Meets Expectations","Divorced",28
"810","No","Research","Manager",71867.6923896974,50,"Rarely",9,1,2,"Medium","Minimally Effective","Divorced",3
"811","No","Research","Associate",38148.6334951114,48,"Rarely",12,4,3,"High","Exceptional","Married",3
"812","No","Marketing","Director",121528.416771361,47,"Rarely",1,0,3,"Medium","Meets Expectations","Single",2
"813","No","Research","Manager",68399.5182428602,49,"Frequently",8,0,2,"Low","Meets Expectations","Married",27
"814","Yes","Product Development","Associate",40374.9247840505,59,"Frequently",18,11,3,"Very High","Meets Expectations","Divorced",2
"815","No","Sales","Director",109312.119853041,48,"Rarely",20,4,3,"High","Exceeds Expectations","Single",14
"816","No","Product Development","Manager",75314.8653622915,44,"Rarely",2,2,3,"Medium","Exceeds Expectations","Single",1
"817","No","IT and Analytics","Vice President",166164.975390242,54,"None",5,0,4,"Medium","Exceeds Expectations","Single",9
"818","No","IT and Analytics","Senior Manager",94029.5647671459,46,"None",11,0,7,"Very High","Exceeds Expectations","Single",18
"819","No","Research","Manager",73535.5951537809,49,"Frequently",2,2,2,"Very High","Exceptional","Married",20
"820","No","IT and Analytics","Senior Manager",87038.1937026535,53,"Rarely",5,0,3,"Medium","Exceeds Expectations","Married",2
"821","No","Product Development","Senior Manager",93006.3019070742,49,"Frequently",5,0,3,"Very High","Exceeds Expectations","Divorced",11
"822","No","IT and Analytics","Manager",69148.3437837513,46,"Rarely",9,2,1,"Medium","Exceeds Expectations","Married",8
"823","No","IT and Analytics","Senior Manager",81751.062155473,50,"Frequently",3,0,1,"High","Exceptional","Single",2
"824","No","IT and Analytics","Senior Manager",86836.3275850795,46,"Frequently",7,1,4,"Medium","Not Effective","Divorced",10
"825","No","Research","Director",114792.153454094,45,"Rarely",1,0,2,"Very High","Exceptional","Single",29
"826","No","Research","Vice President",189818.065016849,46,"Rarely",10,1,1,"Very High","Exceptional","Married",8
"827","No","IT and Analytics","Senior Manager",88930.1077592874,50,"Rarely",7,5,6,"High","Meets Expectations","Married",1
"828","No","Research","Vice President",186095.148754793,45,"Frequently",3,0,1,"High","Meets Expectations","Divorced",6
"829","Yes","Marketing","Manager",64286.2522903692,60,"None",0,0,5,"High","Exceeds Expectations","Single",8
"830","Yes","Product Development","Associate",37916.2296297047,57,"Rarely",5,0,4,"Low","Meets Expectations","Single",9
"831","No","Research","Director",117051.389208042,40,"Rarely",1,0,3,"Very High","Exceeds Expectations","Married",12
"832","Yes","IT and Analytics","Vice President",169694.9368408,58,"Frequently",2,2,4,"High","Meets Expectations","Married",15
"833","No","Research","Director",121791.545543305,49,"Rarely",6,1,3,"Very High","Exceeds Expectations","Divorced",25
"834","No","Research","Manager",65314.277738475,48,"Rarely",4,2,1,"High","Exceeds Expectations","Married",6
"835","No","Sales","Senior Manager",82608.4901793424,48,"Rarely",6,1,3,"High","Meets Expectations","Married",9
"836","No","IT and Analytics","Vice President",164068.187356296,47,"Rarely",5,1,3,"High","Exceeds Expectations","Single",8
"837","Yes","Sales","Associate",35879.2335055755,61,"Rarely",11,3,5,"Low","Minimally Effective","Married",23
"838","No","IT and Analytics","Associate",38033.2841355212,55,"Frequently",18,2,5,"High","Meets Expectations","Single",9
"839","Yes","Finance and Operations","Senior Manager",96908.9160405426,64,"Frequently",21,13,6,"Low","Meets Expectations","Single",12
"840","No","IT and Analytics","Associate",37852.2142361155,46,"Rarely",6,1,1,"Low","Exceeds Expectations","Single",4
"841","No","IT and Analytics","Associate",37087.0500142112,49,"Rarely",8,1,3,"High","Meets Expectations","Married",1
"842","No","IT and Analytics","Senior Manager",97504.4998391762,49,"Rarely",4,1,3,"Medium","Meets Expectations","Single",24
"843","Yes","Finance and Operations","Manager",73594.5985517872,55,"Rarely",1,0,3,"Very High","Meets Expectations","Married",12
"844","No","Marketing","Director",123258.392014226,53,"Rarely",8,0,1,"Very High","Meets Expectations","Married",3
"845","No","Research","Director",125315.457565321,49,"Rarely",10,1,1,"High","Minimally Effective","Married",10
"846","No","Research","Director",117887.854635325,46,"Frequently",1,0,3,"Very High","Exceptional","Married",26
"847","No","Sales","Manager",63295.2195833494,49,"Rarely",7,6,3,"Medium","Exceeds Expectations","Divorced",2
"848","No","Sales","Director",119981.238794371,48,"Frequently",13,4,3,"Low","Minimally Effective","Single",1
"849","No","Research","Director",107741.603467557,47,"Frequently",2,2,3,"Very High","Meets Expectations","Married",4
"850","Yes","IT and Analytics","Manager",76142.8370946511,60,"Rarely",4,1,5,"High","Minimally Effective","Single",9
"851","No","IT and Analytics","Senior Manager",88835.9958136445,49,"None",1,0,2,"Low","Meets Expectations","Divorced",2
"852","No","Marketing","Senior Manager",96752.6551443277,46,"Rarely",5,4,2,"Low","Exceeds Expectations","Divorced",4
"853","No","Sales","Director",125228.837813407,48,"Rarely",10,0,3,"Very High","Exceptional","Married",6
"854","No","Research","Director",120994.874075243,52,"Rarely",1,0,4,"Low","Exceeds Expectations","Single",9
"855","No","Marketing","Senior Manager",89779.0965973519,51,"Rarely",3,0,7,"High","Exceptional","Married",7
"856","No","Product Development","Director",122812.300295653,50,"Rarely",14,3,2,"Very High","Meets Expectations","Married",1
"857","No","Research","Senior Manager",73027.0890845913,50,"Rarely",2,1,5,"High","Exceeds Expectations","Single",3
"858","Yes","Sales","Senior Manager",97635.1102339769,59,"Rarely",6,0,5,"High","Meets Expectations","Single",10
"859","No","Marketing","Senior Manager",88196.7609856393,48,"Rarely",7,4,3,"High","Exceeds Expectations","Divorced",7
"860","No","Marketing","Manager",74603.5213099165,48,"Rarely",5,1,3,"Very High","Exceeds Expectations","Married",15
"861","Yes","Sales","Manager",66804.3818224414,58,"Frequently",0,0,6,"Very High","Meets Expectations","Married",3
"862","No","Research","Manager",72711.2020524738,51,"Rarely",26,15,2,"Low","Exceeds Expectations","Married",2
"863","No","Product Development","Senior Manager",94089.2442474313,48,"None",0,0,3,"High","Meets Expectations","Single",17
"864","No","Sales","Senior Manager",86401.6788448554,51,"Rarely",5,1,2,"High","Exceptional","Married",2
"865","Yes","Sales","Manager",67087.9828045275,56,"None",1,0,3,"Low","Minimally Effective","Divorced",5
"866","No","Sales","Senior Manager",103612.783048198,50,"Rarely",4,0,2,"Low","Exceptional","Divorced",29
"867","No","Sales","Senior Manager",91795.189290744,49,"Frequently",0,0,3,"Medium","Exceeds Expectations","Married",2
"868","No","Product Development","Senior Manager",103345.595566342,52,"Frequently",2,2,3,"Low","Meets Expectations","Married",2
"869","No","Research","Senior Manager",83724.3683555041,50,"Rarely",6,3,5,"Low","Minimally Effective","Married",19
"870","No","IT and Analytics","Associate",42698.8119728695,49,"Rarely",4,0,3,"Medium","Exceeds Expectations","Married",15
"871","No","Research","Senior Manager",89312.8802614538,51,"Rarely",7,1,3,"Low","Meets Expectations","Married",17
"872","Yes","Product Development","Associate",39596.1579281815,59,"Rarely",1,0,6,"Medium","Minimally Effective","Married",17
"873","No","Sales","Senior Manager",90648.947911587,42,"Frequently",10,0,2,"High","Meets Expectations","Married",25
"874","No","Marketing","Director",124484.737957838,50,"Rarely",7,1,3,"High","Meets Expectations","Divorced",6
"875","No","IT and Analytics","Senior Manager",81186.9763596352,41,"Rarely",10,8,2,"High","Minimally Effective","Divorced",7
"876","No","Finance and Operations","Manager",77671.4531599741,50,"Rarely",20,13,2,"Very High","Exceeds Expectations","Single",29
"877","No","Research","Senior Manager",87879.836289276,48,"Rarely",2,2,4,"Very High","Exceptional","Single",21
"878","No","IT and Analytics","Senior Manager",104676.828764555,49,"Rarely",6,1,2,"Very High","Exceptional","Divorced",2
"879","No","IT and Analytics","Vice President",175320.806094136,40,"None",4,0,3,"Low","Exceeds Expectations","Married",2
"880","No","Research","Vice President",163287.76050925,50,"Rarely",11,1,3,"Very High","Exceptional","Divorced",7
"881","No","IT and Analytics","Manager",78328.7735913048,52,"Frequently",2,2,3,"Medium","Exceeds Expectations","Married",13
"882","No","Research","Vice President",184144.558001439,47,"Frequently",8,0,3,"High","Meets Expectations","Single",2
"883","No","Marketing","Associate",37945.3093007468,46,"Rarely",7,7,4,"Low","Exceeds Expectations","Divorced",1
"884","No","Research","Senior Manager",83503.3355978563,49,"Rarely",14,4,2,"Very High","Exceptional","Married",9
"885","No","Research","Manager",75927.0117547735,44,"Rarely",5,1,5,"Medium","Meets Expectations","Divorced",10
"886","No","Finance and Operations","Associate",42845.5902679415,45,"Rarely",4,1,4,"Very High","Minimally Effective","Single",10
"887","No","Marketing","Director",113809.121826017,49,"Rarely",11,5,3,"Medium","Exceeds Expectations","Married",1
"888","No","Research","Associate",37438.7005027034,55,"Frequently",1,0,2,"Low","Exceptional","Married",26
"889","No","IT and Analytics","Manager",72010.5784423134,48,"None",13,4,6,"Very High","Exceptional","Married",8
"890","No","Finance and Operations","Director",124657.651145505,50,"Rarely",9,6,3,"Low","Exceeds Expectations","Married",14
"891","No","IT and Analytics","Associate",38358.8681164586,50,"Frequently",5,1,2,"High","Meets Expectations","Divorced",1
"892","No","IT and Analytics","Associate",39421.9604954672,48,"Rarely",10,7,1,"Very High","Exceeds Expectations","Married",2
"893","Yes","Research","Director",115740.981928268,57,"None",1,0,5,"Medium","Meets Expectations","Single",10
"894","No","IT and Analytics","Senior Manager",82979.971474005,49,"Rarely",3,1,3,"Very High","Exceptional","Divorced",1
"895","No","Sales","Associate",47547.8071108428,53,"Rarely",10,0,3,"Very High","Exceeds Expectations","Married",3
"896","No","Research","Director",122052.340192555,49,"Rarely",6,0,1,"Low","Exceptional","Married",11
"897","No","Research","Director",114932.909543239,49,"Rarely",10,1,3,"Low","Meets Expectations","Single",24
"898","No","IT and Analytics","Manager",68377.5917391534,45,"Rarely",6,0,3,"Very High","Exceeds Expectations","Single",3
"899","No","IT and Analytics","Manager",69200.8748583068,45,"Rarely",8,0,6,"Very High","Not Effective","Married",3
"900","No","Sales","Associate",40671.0555851565,42,"Rarely",1,0,3,"High","Exceptional","Married",4
"901","No","IT and Analytics","Senior Manager",88949.1724741101,44,"Frequently",11,0,3,"Medium","Exceeds Expectations","Married",3
"902","No","Marketing","Director",120478.646712477,43,"Rarely",1,0,3,"Medium","Exceeds Expectations","Single",2
"903","No","IT and Analytics","Senior Manager",98240.1656221569,55,"Rarely",5,0,7,"High","Meets Expectations","Divorced",4
"904","No","Research","Vice President",203528.868466659,49,"Rarely",6,1,2,"Very High","Exceeds Expectations","Divorced",7
"905","No","Research","Senior Manager",103673.644112898,51,"Rarely",1,0,3,"Very High","Meets Expectations","Single",1
"906","No","Marketing","Director",119819.985087999,49,"Rarely",7,1,1,"Very High","Exceeds Expectations","Divorced",1
"907","No","IT and Analytics","Senior Manager",101127.413243818,47,"Rarely",1,0,3,"High","Exceeds Expectations","Married",20
"908","No","Marketing","Vice President",184829.72025251,52,"Rarely",22,3,6,"Medium","Meets Expectations","Married",5
"909","No","Sales","Director",118212.714458001,46,"Rarely",9,0,7,"High","Exceptional","Divorced",10
"910","No","IT and Analytics","Associate",41649.3558706444,52,"Rarely",1,0,2,"Very High","Exceptional","Single",25
"911","No","IT and Analytics","Senior Manager",87055.4963475358,46,"Rarely",1,0,1,"High","Exceeds Expectations","Married",1
"912","Yes","Marketing","Manager",70860.0822942961,61,"Frequently",1,1,3,"Very High","Exceeds Expectations","Single",24
"913","No","Finance and Operations","Director",123886.814492906,49,"Rarely",8,2,6,"Very High","Exceptional","Single",4
"914","Yes","Sales","Manager",76168.7501792751,62,"Rarely",24,1,6,"Medium","Exceeds Expectations","Single",2
"915","No","Marketing","Manager",70482.6794904901,52,"None",33,15,3,"Medium","Meets Expectations","Divorced",8
"916","Yes","Product Development","Director",117647.978794742,54,"Frequently",2,2,6,"High","Minimally Effective","Single",10
"917","No","Marketing","Manager",71526.4135707992,45,"Rarely",11,0,7,"Medium","Exceeds Expectations","Married",4
"918","No","Product Development","Associate",35864.832919675,49,"Rarely",3,0,3,"Low","Exceeds Expectations","Single",2
"919","No","Research","Director",120412.751966871,50,"Frequently",29,11,3,"Medium","Meets Expectations","Divorced",9
"920","No","IT and Analytics","Senior Manager",79345.0010909405,47,"Rarely",9,5,3,"Very High","Meets Expectations","Single",18
"921","No","Finance and Operations","Manager",64410.5686410083,47,"Frequently",11,5,3,"Medium","Exceeds Expectations","Divorced",19
"922","No","Marketing","Senior Manager",98882.2911326484,50,"Frequently",4,0,1,"High","Exceptional","Single",1
"923","No","Research","Manager",69385.8982563209,49,"Rarely",25,14,2,"Low","Exceeds Expectations","Divorced",4
"924","No","IT and Analytics","Director",114556.238079832,49,"Frequently",10,1,2,"Medium","Exceeds Expectations","Married",11
"925","No","IT and Analytics","Senior Manager",93650.5444343326,45,"Rarely",3,2,2,"High","Meets Expectations","Married",6
"926","No","Research","Manager",73193.2875109961,49,"Rarely",1,0,1,"Medium","Exceptional","Married",7
"927","No","Marketing","Senior Manager",79420.3063825941,50,"Rarely",21,15,3,"Very High","Exceptional","Single",4
"928","No","IT and Analytics","Senior Manager",92345.4512073268,43,"Rarely",16,5,3,"Medium","Exceptional","Single",2
"929","Yes","Marketing","Manager",73137.9921700738,62,"Rarely",10,0,6,"Very High","Meets Expectations","Married",15
"930","No","IT and Analytics","Senior Manager",91795.0685633459,49,"Frequently",2,2,3,"Very High","Exceptional","Married",2
"931","No","IT and Analytics","Associate",41283.478977292,46,"Frequently",7,7,2,"High","Meets Expectations","Single",6
"932","No","Finance and Operations","Manager",68482.1640260149,51,"None",8,1,1,"High","Meets Expectations","Single",9
"933","Yes","Sales","Associate",42305.4989557725,61,"Rarely",7,7,5,"High","Exceeds Expectations","Divorced",7
"934","No","Finance and Operations","Senior Manager",92073.6679954813,49,"Rarely",3,1,4,"Low","Exceptional","Single",1
"935","No","Sales","Director",131367.781433267,47,"Rarely",2,2,3,"Medium","Meets Expectations","Single",1
"936","No","Research","Vice President",171174.548090491,53,"Rarely",10,0,3,"Very High","Exceeds Expectations","Married",8
"937","No","IT and Analytics","Senior Manager",103786.594779469,52,"Frequently",0,0,3,"Medium","Exceeds Expectations","Single",25
"938","No","Research","Vice President",172669.328966322,44,"Rarely",19,15,1,"Medium","Exceeds Expectations","Divorced",13
"939","No","IT and Analytics","Director",113657.738145803,50,"Rarely",2,2,3,"High","Meets Expectations","Divorced",23
"940","Yes","Marketing","Associate",39303.9243173279,63,"Rarely",10,1,4,"High","Exceeds Expectations","Married",7
"941","Yes","Sales","Manager",69436.9328997391,60,"Rarely",5,0,5,"Low","Minimally Effective","Single",23
"942","No","Finance and Operations","Director",124516.227630984,49,"Rarely",9,6,5,"Very High","Exceeds Expectations","Married",6
"943","No","Product Development","Director",104820.34444665,45,"Rarely",7,1,5,"High","Meets Expectations","Married",10
"944","No","Marketing","Manager",65444.3721705774,47,"Rarely",7,5,3,"Low","Meets Expectations","Single",1
"945","No","Product Development","Senior Manager",77160.8520807704,48,"None",9,7,2,"Very High","Minimally Effective","Married",1
"946","No","IT and Analytics","Senior Manager",82237.2533594018,53,"Rarely",3,1,1,"Low","Meets Expectations","Married",28
"947","Yes","Marketing","Manager",68543.1628857686,52,"Rarely",5,1,7,"Medium","Meets Expectations","Single",25
"948","Yes","Marketing","Manager",59397.6694361951,58,"Rarely",8,7,4,"Medium","Exceeds Expectations","Single",5
"949","No","Sales","Senior Manager",98432.4875631241,46,"Rarely",9,0,3,"Low","Exceptional","Married",17
"950","No","IT and Analytics","Senior Manager",83314.3779295365,50,"Rarely",8,1,3,"High","Exceeds Expectations","Single",18
"951","No","Sales","Manager",76077.4714974543,51,"None",10,9,3,"High","Not Effective","Divorced",2
"952","No","IT and Analytics","Senior Manager",81249.6333596559,48,"None",19,11,3,"Medium","Meets Expectations","Single",10
"953","Yes","Research","Associate",43394.0856116323,58,"Frequently",3,2,5,"Medium","Exceeds Expectations","Single",1
"954","Yes","Product Development","Senior Manager",88990.621758589,58,"Rarely",3,1,3,"Low","Minimally Effective","Married",3
"955","No","Sales","Vice President",181520.724720263,42,"None",20,2,2,"High","Exceptional","Married",2
"956","No","IT and Analytics","Vice President",172580.04608642,52,"Rarely",19,9,3,"High","Meets Expectations","Married",2
"957","No","Sales","Senior Manager",88749.3949275376,44,"Rarely",7,7,3,"Medium","Exceeds Expectations","Single",8
"958","No","Product Development","Manager",70799.3402208384,54,"None",4,0,2,"High","Meets Expectations","Divorced",16
"959","No","Research","Senior Manager",88283.1532618806,44,"Rarely",9,1,1,"Very High","Exceptional","Divorced",9
"960","No","IT and Analytics","Director",121519.219055259,54,"Rarely",9,8,1,"Very High","Exceeds Expectations","Single",2
"961","No","Research","Director",120102.293529572,46,"Frequently",9,1,2,"Low","Exceeds Expectations","Divorced",1
"962","No","IT and Analytics","Senior Manager",95063.42543867,48,"Frequently",9,1,3,"High","Meets Expectations","Single",4
"963","No","Research","Senior Manager",106121.976177598,55,"Rarely",33,0,2,"Medium","Meets Expectations","Divorced",5
"964","No","Finance and Operations","Director",111126.416234366,46,"Rarely",7,1,5,"Low","Meets Expectations","Divorced",2
"965","No","IT and Analytics","Director",112406.929024863,55,"Rarely",10,9,3,"Low","Exceptional","Single",15
"966","No","Finance and Operations","Director",120664.565130167,45,"Rarely",3,1,2,"Very High","Exceeds Expectations","Married",19
"967","Yes","Sales","Manager",69103.8287432988,61,"Rarely",10,5,5,"Low","Exceptional","Married",7
"968","No","Marketing","Senior Manager",78408.3787243019,51,"Rarely",4,0,2,"Medium","Meets Expectations","Married",1
"969","No","IT and Analytics","Senior Manager",92312.2598833165,48,"Frequently",15,6,1,"Low","Exceptional","Married",7
"970","No","Marketing","Senior Manager",93696.7791330624,48,"Rarely",10,0,2,"Very High","Exceeds Expectations","Single",4
"971","No","IT and Analytics","Director",107984.080748965,49,"Rarely",1,0,3,"Very High","Exceeds Expectations","Married",11
"972","No","IT and Analytics","Manager",73543.4890744176,50,"Rarely",5,0,2,"Medium","Meets Expectations","Single",11
"973","No","IT and Analytics","Manager",71211.7697167525,51,"None",0,0,2,"Very High","Minimally Effective","Single",1
"974","No","Sales","Vice President",197965.064205965,52,"Rarely",9,0,2,"Very High","Meets Expectations","Married",1
"975","No","Sales","Director",113114.588462661,48,"Frequently",6,0,2,"Very High","Exceptional","Single",2
"976","Yes","Product Development","Manager",62123.6206299688,55,"Rarely",19,3,5,"High","Meets Expectations","Single",13
"977","No","Marketing","Senior Manager",88142.8857215565,56,"Rarely",19,15,2,"Medium","Exceptional","Married",23
"978","No","Research","Manager",70448.5450464737,48,"None",5,0,3,"High","Exceeds Expectations","Divorced",26
"979","No","Research","Senior Manager",86590.9540549134,46,"Rarely",12,11,3,"High","Exceptional","Divorced",2
"980","No","IT and Analytics","Vice President",202676.686487913,42,"Rarely",8,7,2,"High","Meets Expectations","Married",29
"981","Yes","Product Development","Director",130725.962745695,59,"Frequently",1,0,2,"Very High","Meets Expectations","Single",2
"982","Yes","Product Development","Senior Manager",92964.755907903,58,"Frequently",4,3,5,"High","Minimally Effective","Married",18
"983","No","IT and Analytics","Senior Manager",91334.7283780546,50,"Frequently",4,0,2,"High","Minimally Effective","Divorced",7
"984","No","Finance and Operations","Senior Manager",87309.8067926349,54,"Rarely",14,4,4,"Very High","Exceptional","Single",2
"985","No","IT and Analytics","Senior Manager",88410.1216685182,48,"Rarely",5,0,5,"Low","Meets Expectations","Married",26
"986","Yes","Sales","Associate",40239.6742897221,65,"Rarely",10,6,4,"High","Meets Expectations","Married",22
"987","No","IT and Analytics","Associate",35928.7707383858,43,"Rarely",5,1,2,"Very High","Meets Expectations","Married",21
"988","No","Sales","Senior Manager",93603.9766002439,51,"Frequently",4,3,3,"Medium","Meets Expectations","Married",2
"989","No","Sales","Senior Manager",77848.1050447691,51,"Frequently",6,3,3,"Very High","Meets Expectations","Divorced",22
"990","No","Product Development","Vice President",165415.572822627,46,"Rarely",6,1,3,"High","Exceeds Expectations","Married",4
"991","No","Product Development","Director",113245.157603996,48,"Frequently",5,1,1,"Very High","Exceptional","Married",5
"992","No","Sales","Senior Manager",97363.8806961938,40,"Rarely",3,1,2,"Medium","Exceeds Expectations","Married",2
"993","No","Sales","Senior Manager",87750.0061812541,47,"None",6,0,5,"High","Minimally Effective","Married",25
"994","No","IT and Analytics","Senior Manager",93092.9778202938,44,"Rarely",3,1,3,"High","Meets Expectations","Married",18
"995","No","IT and Analytics","Senior Manager",100966.895586194,50,"Frequently",5,0,6,"High","Exceptional","Married",28
"996","No","Product Development","Manager",63182.6780570359,45,"Rarely",20,1,3,"High","Meets Expectations","Single",6
"997","No","Research","Vice President",167885.951304381,45,"Rarely",6,4,2,"Very High","Meets Expectations","Married",10
"998","Yes","Product Development","Manager",77698.0213134964,55,"Rarely",8,7,6,"High","Exceeds Expectations","Single",17
"999","No","Research","Director",122461.629609511,47,"Rarely",4,1,3,"Very High","Exceptional","Single",2
"1000","No","Research","Senior Manager",84411.5231763597,54,"Rarely",20,0,6,"Low","Exceptional","Married",10
"1001","No","IT and Analytics","Director",120644.58863602,53,"Rarely",5,0,7,"Low","Meets Expectations","Married",8
"1002","No","Sales","Director",119014.168462763,50,"Rarely",3,0,3,"High","Meets Expectations","Single",11
"1003","No","Marketing","Associate",42515.2941323255,47,"Frequently",2,2,1,"Very High","Not Effective","Single",18
"1004","No","Research","Manager",74717.5925228523,47,"Rarely",3,0,3,"Very High","Exceeds Expectations","Married",1
"1005","No","Research","Manager",68519.2585068337,49,"Rarely",7,0,4,"Low","Meets Expectations","Single",7
"1006","No","Product Development","Vice President",189928.829233596,55,"Rarely",10,0,2,"Low","Exceptional","Single",17
"1007","Yes","Product Development","Manager",67735.9681389727,61,"Frequently",4,1,3,"Low","Exceeds Expectations","Single",28
"1008","Yes","Finance and Operations","Associate",40553.0148401092,63,"Frequently",8,7,7,"Very High","Meets Expectations","Single",14
"1009","No","IT and Analytics","Manager",59268.9886844428,51,"Rarely",20,12,2,"Very High","Exceeds Expectations","Single",1
"1010","No","Product Development","Senior Manager",81549.4662056851,44,"Rarely",9,1,7,"Low","Exceeds Expectations","Married",1
"1011","No","Product Development","Director",115151.20947434,49,"Rarely",7,0,6,"Very High","Exceptional","Divorced",1
"1012","No","Research","Associate",40689.7989985569,49,"Rarely",5,0,2,"Medium","Exceptional","Single",3
"1013","Yes","Sales","Manager",65077.0417683026,60,"Frequently",1,0,6,"High","Meets Expectations","Single",1
